,UserId,VenueId,TimeZone,Latitude,Longitude,Category,City,CountryCode,Time,Date,Local_sg_time,L1_Category,is_weekend,hour,TrajectoryId
0,1,259,-420,33.503444,-112.073675,28,Phoenix,US,18:23:48,2012-04-03,2012/4/03 18:23:48,6,False,18,0
1,1,93,-420,33.520454,-112.099745,109,Phoenix,US,21:51:04,2012-04-03,2012/4/03 21:51:04,10,False,21,0
2,1,43,-420,33.522793,-112.09548,75,Phoenix,US,21:54:40,2012-04-03,2012/4/03 21:54:40,9,False,21,0
3,1,50,-420,33.520897,-112.098139,42,Phoenix,US,22:54:19,2012-04-03,2012/4/03 22:54:19,9,False,22,0
4,1,188,-420,33.501412,-112.073821,109,Phoenix,US,23:09:37,2012-04-03,2012/4/03 23:09:37,10,False,23,0
5,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,23:37:40,2012-04-03,2012/4/03 23:37:40,8,False,23,0
6,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,00:38:39,2012-04-08,2012/4/08 00:38:39,8,True,0,1
7,1,259,-420,33.503444,-112.073675,28,Phoenix,US,01:38:49,2012-04-08,2012/4/08 01:38:49,6,True,1,1
8,1,282,-420,33.501437,-112.07413,51,Phoenix,US,05:48:03,2012-04-08,2012/4/08 05:48:03,6,True,5,1
9,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,17:40:38,2012-04-08,2012/4/08 17:40:38,8,True,17,1
10,1,30,-420,33.506915,-112.074183,4,Phoenix,US,20:02:54,2012-04-08,2012/4/08 20:02:54,4,True,20,1
11,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,23:27:12,2012-04-08,2012/4/08 23:27:12,8,True,23,1
12,1,259,-420,33.503444,-112.073675,28,Phoenix,US,12:48:11,2012-04-09,2012/4/09 12:48:11,6,False,12,2
13,1,282,-420,33.501437,-112.07413,51,Phoenix,US,13:09:05,2012-04-09,2012/4/09 13:09:05,6,False,13,2
14,1,181,-420,33.436060999999995,-111.996818,3,Phoenix,US,13:34:55,2012-04-09,2012/4/09 13:34:55,10,False,13,2
15,1,7,-420,33.435624,-112.003066,1,Phoenix,US,13:54:19,2012-04-09,2012/4/09 13:54:19,10,False,13,2
16,1,7,-420,33.435624,-112.003066,1,Phoenix,US,18:02:00,2012-04-09,2012/4/09 18:02:00,10,False,18,2
17,1,178,-420,33.43671,-112.001562,2,Phoenix,US,18:03:54,2012-04-09,2012/4/09 18:03:54,10,False,18,2
18,1,185,-420,33.43736,-111.999649,59,Phoenix,US,18:10:22,2012-04-09,2012/4/09 18:10:22,9,False,18,2
19,1,266,-420,33.438412,-112.005535,110,Phoenix,US,15:53:56,2012-04-11,2012/4/11 15:53:56,10,False,15,3
20,1,49,-420,33.448165,-111.98802,74,Phoenix,US,16:34:10,2012-04-11,2012/4/11 16:34:10,10,False,16,3
21,1,214,-420,33.448251,-112.07376200000002,28,Phoenix,US,16:47:30,2012-04-11,2012/4/11 16:47:30,6,False,16,3
22,1,188,-420,33.501412,-112.073821,109,Phoenix,US,17:21:41,2012-04-11,2012/4/11 17:21:41,10,False,17,3
23,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,17:26:40,2012-04-11,2012/4/11 17:26:40,8,False,17,3
24,1,259,-420,33.503444,-112.073675,28,Phoenix,US,17:45:15,2012-04-11,2012/4/11 17:45:15,6,False,17,3
25,1,282,-420,33.501437,-112.07413,51,Phoenix,US,18:25:14,2012-04-11,2012/4/11 18:25:14,6,False,18,3
26,1,64,-420,33.464762,-112.073815,74,Phoenix,US,23:22:19,2012-04-11,2012/4/11 23:22:19,10,False,23,3
27,1,214,-420,33.448251,-112.07376200000002,28,Phoenix,US,23:45:54,2012-04-11,2012/4/11 23:45:54,6,False,23,3
28,1,88,-420,33.465472,-112.082981,7,Phoenix,US,02:47:32,2012-04-12,2012/4/12 02:47:32,4,False,2,4
29,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,04:13:22,2012-04-12,2012/4/12 04:13:22,8,False,4,4
30,1,259,-420,33.503444,-112.073675,28,Phoenix,US,04:50:06,2012-04-12,2012/4/12 04:50:06,6,False,4,4
31,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,12:04:13,2012-04-12,2012/4/12 12:04:13,8,False,12,4
32,1,188,-420,33.501412,-112.073821,109,Phoenix,US,12:08:20,2012-04-12,2012/4/12 12:08:20,10,False,12,4
33,1,214,-420,33.448251,-112.07376200000002,28,Phoenix,US,12:30:16,2012-04-12,2012/4/12 12:30:16,6,False,12,4
34,1,49,-420,33.448165,-111.98802,74,Phoenix,US,12:43:50,2012-04-12,2012/4/12 12:43:50,10,False,12,4
35,1,7,-420,33.435624,-112.003066,1,Phoenix,US,12:58:04,2012-04-12,2012/4/12 12:58:04,10,False,12,4
36,1,181,-420,33.436060999999995,-111.996818,3,Phoenix,US,13:06:17,2012-04-12,2012/4/12 13:06:17,10,False,13,4
37,1,185,-420,33.43736,-111.999649,59,Phoenix,US,13:30:10,2012-04-12,2012/4/12 13:30:10,9,False,13,4
38,1,237,-420,33.436297,-112.000983,58,Phoenix,US,21:05:57,2012-04-14,2012/4/14 21:05:57,10,True,21,5
39,1,243,-420,33.436135,-111.99933500000002,23,Phoenix,US,21:21:49,2012-04-14,2012/4/14 21:21:49,10,True,21,5
40,1,188,-420,33.501412,-112.073821,109,Phoenix,US,22:18:44,2012-04-14,2012/4/14 22:18:44,10,True,22,5
41,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,22:27:44,2012-04-14,2012/4/14 22:27:44,8,True,22,5
42,1,236,-420,33.501775,-112.077445,65,Phoenix,US,22:30:54,2012-04-14,2012/4/14 22:30:54,8,True,22,5
43,1,259,-420,33.503444,-112.073675,28,Phoenix,US,22:42:26,2012-04-14,2012/4/14 22:42:26,6,True,22,5
44,1,188,-420,33.501412,-112.073821,109,Phoenix,US,13:53:04,2012-04-16,2012/4/16 13:53:04,10,False,13,6
45,1,214,-420,33.448251,-112.07376200000002,28,Phoenix,US,14:08:25,2012-04-16,2012/4/16 14:08:25,6,False,14,6
46,1,49,-420,33.448165,-111.98802,74,Phoenix,US,14:29:12,2012-04-16,2012/4/16 14:29:12,10,False,14,6
47,1,7,-420,33.435624,-112.003066,1,Phoenix,US,14:37:58,2012-04-16,2012/4/16 14:37:58,10,False,14,6
48,1,241,-420,33.43655,-111.997583,12,Phoenix,US,15:27:50,2012-04-16,2012/4/16 15:27:50,9,False,15,6
49,1,266,-420,33.438412,-112.005535,110,Phoenix,US,15:47:12,2012-04-18,2012/4/18 15:47:12,10,False,15,7
50,1,7,-420,33.435624,-112.003066,1,Phoenix,US,15:55:52,2012-04-18,2012/4/18 15:55:52,10,False,15,7
51,1,7,-420,33.435624,-112.003066,1,Phoenix,US,15:58:12,2012-04-18,2012/4/18 15:58:12,10,False,15,7
52,1,237,-420,33.436297,-112.000983,58,Phoenix,US,16:12:02,2012-04-18,2012/4/18 16:12:02,10,False,16,7
53,1,243,-420,33.436135,-111.99933500000002,23,Phoenix,US,16:21:21,2012-04-18,2012/4/18 16:21:21,10,False,16,7
54,1,49,-420,33.448165,-111.98802,74,Phoenix,US,16:31:37,2012-04-18,2012/4/18 16:31:37,10,False,16,7
55,1,214,-420,33.448251,-112.07376200000002,28,Phoenix,US,16:47:06,2012-04-18,2012/4/18 16:47:06,6,False,16,7
56,1,188,-420,33.501412,-112.073821,109,Phoenix,US,17:05:14,2012-04-18,2012/4/18 17:05:14,10,False,17,7
57,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,17:38:57,2012-04-18,2012/4/18 17:38:57,8,False,17,7
58,1,236,-420,33.501775,-112.077445,65,Phoenix,US,17:59:04,2012-04-18,2012/4/18 17:59:04,8,False,17,7
59,1,259,-420,33.503444,-112.073675,28,Phoenix,US,20:39:52,2012-04-18,2012/4/18 20:39:52,6,False,20,7
60,1,282,-420,33.501437,-112.07413,51,Phoenix,US,21:16:23,2012-04-18,2012/4/18 21:16:23,6,False,21,7
61,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,14:07:46,2012-04-19,2012/4/19 14:07:46,8,False,14,8
62,1,214,-420,33.448251,-112.07376200000002,28,Phoenix,US,20:57:48,2012-04-19,2012/4/19 20:57:48,6,False,20,8
63,1,214,-420,33.448251,-112.07376200000002,28,Phoenix,US,22:44:18,2012-04-19,2012/4/19 22:44:18,6,False,22,8
64,1,73,-420,33.448853,-112.073931,109,Phoenix,US,22:45:48,2012-04-19,2012/4/19 22:45:48,10,False,22,8
65,1,93,-420,33.520454,-112.099745,109,Phoenix,US,23:26:57,2012-04-19,2012/4/19 23:26:57,10,False,23,8
66,1,81,-420,33.521415000000005,-112.09548,60,Phoenix,US,00:50:57,2012-04-20,2012/4/20 00:50:57,9,False,0,9
67,1,93,-420,33.520454,-112.099745,109,Phoenix,US,01:37:14,2012-04-20,2012/4/20 01:37:14,10,False,1,9
68,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,03:13:07,2012-04-20,2012/4/20 03:13:07,8,False,3,9
69,1,236,-420,33.501775,-112.077445,65,Phoenix,US,03:13:25,2012-04-20,2012/4/20 03:13:25,8,False,3,9
70,1,88,-420,33.465472,-112.082981,7,Phoenix,US,03:26:09,2012-04-20,2012/4/20 03:26:09,4,False,3,9
71,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,05:06:26,2012-04-20,2012/4/20 05:06:26,8,False,5,9
72,1,100,-420,33.510046,-112.045634,113,Phoenix,US,00:54:48,2012-04-21,2012/4/21 00:54:48,9,True,0,10
73,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,03:00:52,2012-04-21,2012/4/21 03:00:52,8,True,3,10
74,1,7,-420,33.435624,-112.003066,1,Phoenix,US,03:33:06,2012-04-21,2012/4/21 03:33:06,10,True,3,10
75,1,238,-420,33.436299,-111.999556,3,Phoenix,US,03:34:05,2012-04-21,2012/4/21 03:34:05,10,True,3,10
76,1,74,-420,33.488271999999995,-112.081581,60,Phoenix,US,04:34:12,2012-04-21,2012/4/21 04:34:12,9,True,4,10
77,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,05:37:28,2012-04-21,2012/4/21 05:37:28,8,True,5,10
78,1,196,-420,33.501622999999995,-112.074397,97,Phoenix,US,14:21:41,2012-04-21,2012/4/21 14:21:41,8,True,14,10
